productId,title,description,mrp,categories,sellerName
KTAE92C5YJDHXJSA,Abhinandan Crafts Printed Women's Straight Kurta(Purple),This is a very stylish looking Kurta fabricated with high quality cotton. The Kurta has a collar-neck shape with a red-colored border. There is classy human shaped printing coupled with small leaf-like prints. The Kurta feels very light and comfortable and is best suited for the summers. The Kurta can be matched with a dark-colored legging of regular sized fitting.,999,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,Ashish Adnani
KTAE6TMUCTP8K6FA,"Libas Printed Women's Straight Kurta(Yellow, Orange)",yellow and orange cotton kurta designed with graphic and shaded print on kurta,1099,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,sidhant keshwani
KTAE6TMUZFY9JHTB,"Libas Printed Women's Anarkali Kurta(Green, Black)",Green cotton printed anarkali kurta designed with paisley and floral print on kurta Flower net used on yoke of kurta,1499,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,sidhant keshwani
KTAE6TMUKXQMFVAW,Libas Printed Women's Anarkali Kurta(Pink),Pink cotton printed anarkali kurta designed with paisley and floral print on kurta Flower net used on yoke of kurta,1499,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,sidhant keshwani
KTAE94SZEBWFG5Z7,"Kyaara Printed Women's Straight Kurta(Black, Red)","This kurta is a savior when you are in a mood for a relaxed loose fit. Flaunt a nonchalant look with this cotton contrived kurta with its staple round neck and a V- cut off, the popular three fourth sleeves, and the classic long length. From casual to conservative, with a perfect sync of prints and colors, this ready and easy to wear kurta is what you'll love for daily dire needs. Match it with leggings and complete your attire.",1499,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,shilpa agarwal
KTAE94TYMJ3EYV8N,Kyaara Printed Women's Straight Kurta(Red),"Kurta's have plentiful of benefits over any other apparel. This piece fashioned in the premium georgette features three fourth sleeves, a perfect round neck and the bright tone of red and black. In a perfect blend of prints ( Hindu gods ), it is an ideal when you have lazy days. Flaunt a relaxed fit with this piece and step up higher on fashion. Vamp up with the color matched leggings and accessorize to add the icing on the cake!",1999,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,shilpa agarwal
KTAE8QJERXRNMAYH,Yash E-Com Solutions Printed Women's Straight Kurta(Pink),"Jet from casual to conservative & vice-versa with ease as you wear this kurta, in pink coloured, from the house of YASH ECOM. The 3/4th sleeves kurta is made from cotton , which ensures complete comfort and breathability to the wearer. Team it with matching leggings and accessory to complete your ethnic look.",500,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,Yashwant Mandawara
KTAE92C5GQWGGWGB,Abhinandan Crafts Printed Women's Straight Kurta(Blue),The Kurta being displayed here is,999,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,Ashish Adnani
KTAE4C5N2DNDFDUB,Goodwill Impex Graphic Print Women's A-line Kurta(Multicolor),"Pretty vibrant printed long cotton kurta with dual color textures makes it a perfect designer wear to pick for causal outings. A perfect pick from the house of Goodwill Impex, 3/4 sleeves with chinese collar neckline makes a must have in your ethnic wear collection.",999,Apparels>Women>Fusion Wear>Kurtas & Kurtis>Kurtas,Vimal Shah
KTAE6TMUHAZQAXTU,Libas Printed Women's Straight Kurta(Red),Red cotton printed kurta deigned with floral and print on border of kurta and shaded print on the front of kurta Back of kurta is also printed,1099,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,sidhant keshwani
KTAE8KSBCEZUHQNP,Libas Printed Women's Straight Kurta(Purple),Purple Cotton Kurta Designed with Floral Print and Resham Beads on Yoke Of Kurta::,1149,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,sidhant keshwani
KTAE6TMUSY2ARSSJ,Libas Printed Women's Straight Kurta(Green),green cotton printed kurta deigned with floral and print on border of kurta and shaded print on the front of kurta Back of kurta is also printed,1099,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,sidhant keshwani
KTAE8KSAV2NQFYJF,"Libas Printed Women's Straight Kurta(White, Black)",White and Black Cotton Kurta Designed with Floral and Paisley Print on Front and Back Of Kurta,949,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,sidhant keshwani
KTAE679BGVAFVM9Y,Libas Printed Women's Straight Kurta(Green),Green cotton straight kurta designed with floral print on kurta and border,849,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,sidhant keshwani
KTAE6TMU3XW28XMF,Libas Printed Women's Straight Kurta(Red),Red cotton printed kurta deigned with floral and print on border of kurta and shaded print on the front of kurta Back of kurta is also printed,1099,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,sidhant keshwani
KTAE679BBFXWZPHH,Libas Embroidered Women's Straight Kurta(White),White cotton straight kurta designed with thread embroidery on whole kurta,849,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,sidhant keshwani
KTAE6TMUVJVGZXHY,Libas Printed Women's Anarkali Kurta(Blue),Sky blue kurta designed with chanderi abstract printed yoke and border latkan used on front of yoke,1699,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,sidhant keshwani
KTAE679BJNJE9XSQ,Libas Embroidered Women's Straight Kurta(White),White cotton straight kurta designed with thread embroidery on whole kurta,849,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,sidhant keshwani
KTAE6TMUU5AJYD9S,Libas Solid Women's Straight Kurta(Black),Black cotton plain kurta designed with paisley print on border of kurta and sleeves,849,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,sidhant keshwani
KTAE94TY8E2DPYG9,Kyaara Printed Women's Straight Kurta(Black),"The beige toned prints on the solid black backdrop is such a rich piece to own. Cotton cut, and dual toned, the rich red buttons are in sync with the all over gorgeous print. Three fourth sleeves and a classic collar neck is what this kurta is finished in. It doesn't let you sacrifice on your comfort and fashion. Match it up with leggings ( we suggest black ) to furnish your look.",1499,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,shilpa agarwal
KTAE94SZN3S8MS3Z,Kyaara Printed Women's Straight Kurta(Black),"Both comfortable and high on fashion, this kurta is what you'll cherish forever. Cotton cut, the soft fabrication lends you all day comfort. The print of the tribal women on the lower hem make this such a rooted piece. Inspired from traditional prints, the bright yellow tone is radiating in this piece. Proper it with leggings and slip on your flats for a sunny day look.",1499,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtas,shilpa agarwal
SALE4898AV3FNKZK,Kapas Cotton Solid Salwar,This soft cotton mangalgiri salwar is ultimate in comfort. Contains a drawstring fastening and gathers beneath yoke at front. With stitch detailing at hem. The textured weave makes it perfect wear for a long day.,445,Apparels>Women,Kapas
SALE5JYP8FHGUYMR,Kapas Cotton Solid Salwar,This soft cotton mangalgiri salwar is ultimate in comfort. Contains a drawstring fastening and gathers beneath yoke at front. With stitch detailing at hem. The textured weave makes it perfect wear for a long day.,445,Apparels>Women,Kapas
SALE5JYPT3A7NRKA,Kapas Cotton Solid Salwar,This soft cotton mangalgiri salwar is ultimate in comfort. Contains a drawstring fastening and gathers beneath yoke at front. With stitch detailing at hem. The textured weave makes it perfect wear for a long day.,395,Apparels>Women,Kapas
SALE5JYPGR59NKUN,Kapas Cotton Solid Salwar,This soft cotton mangalgiri salwar is ultimate in comfort. Contains a drawstring fastening and gathers beneath yoke at front. With stitch detailing at hem. The textured weave makes it perfect wear for a long day.,445,Apparels>Women,Kapas
SALE9EW5BW28CZDR,Angel Soft Cotton Solid Salwar,Cotton Patiala Salwar.,899,Apparels>Women>Fusion Wear>Ethnic Bottoms>Patialas & Salwars>Salwars,Gaurav Sharma
KRTE9A6AMHVSNEUW,"Namah Casual Printed Women's Kurti(Black, Multicolor)","If You Are Looking To Be A Trend Setter When You Go Out To The Fanciest Of Parties On A Weekend, Cenizas Has Just The Range Of Apparel That Ensures You'D Never Miss That Admirable Glance Or Compliment. And If Dressing Up On Saturday Nights Are Simply Not Your Thing, Be Sure To Check Out Our Entire Range Of Casuals Clothing; To Help You Dress Or Suit Up Just The Way You Like.",899,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Mukesh Nainani
KRTE6KGH7AV9BVQY,Ira Soleil Casual Printed Women's Kurti(Pink),Pink,1095,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Simi Srivastava
KRTEY8SAJFMVC3FU,Aarna Creation Casual Checkered Women's Kurti(Multicolor),"Self weaving georgette fabric, in check pattern with diferent style collar n color pattern it look stylish for casual wear n upcoming festivals.",2100,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,sudhir aggarwal
KRTEY8SAUWXJEXY2,Aarna Creation Casual Checkered Women's Kurti(Multicolor),"Self weaving georgette fabric, in check pattern with diferent style collar n color pattern it look stylish for casual wear n upcoming festivals.",2100,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,sudhir aggarwal
KRTEY8SAEHKAGBNT,Aarna Creation Casual Floral Print Women's Kurti(Multicolor),Pure cotton black floral kurti with green daaman and lace on neck n on border for casual wear and semi formal.,2225,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,sudhir aggarwal
KRTEYN8PMHH4NEHE,"Fab Gallery Casual Self Design Women's Kurti(Black, Gold)",Look gorgeous in this Black and Gold Georgette Kurti. Exclusive embroidered pattern on the neck and back. Heavy Lace detailing gives it an edge.,2195,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Sahil Narang
KRTEYN8PVJYUFQUZ,"Fab Gallery Casual Self Design Women's Kurti(Black, Gold)",Look gorgeous in this Black and Gold Georgette Kurti. Exclusive embroidered pattern on the neck and back. Heavy Lace detailing gives it an edge.,2195,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Sahil Narang
KRTE794HHUSGH74T,"Enchanted Drapes Casual Printed Women's Kurti(Blue, Gold)","Play up girly elements wearing this blue and gold in color printed kurti that is brought to you by ENCHANTED DRAPES. Made from a superior quality material, this kurti is light in weight and comfortable to wear too. Further, it comes up displaying an appealing print, round neck and three fourth sleeves that will surely match the fashion sense of style loving ladies out there. Team it up with a pair of matching leggings and heels to give your casual appearance a perfect makeover.",799,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,PAKHI AGARWAK
KRTE88EUNEY6RW4G,Taurus Casual Floral Print Women's Kurti(White),Foliage Embroidered Top,1695,Apparels>Women>Fusion Wear>Kurtas & Kurtis>Kurtis,Dhruv Gupta
KRTE88EU36AZAZ8H,Taurus Casual Floral Print Women's Kurti(White),Foliage Embroidered Top,1695,Apparels>Women>Fusion Wear>Kurtas & Kurtis>Kurtis,Dhruv Gupta
KRTEY8SAJQGCZPV7,"Aarna Creation Casual Solid Women's Kurti(Green, Black)",Pure cotton black kurti with green flower print on upper part of both sides for casual wear.,1800,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,sudhir aggarwal
KRTEY8SAWHBFCZQG,"Aarna Creation Casual Solid Women's Kurti(Green, Black)",Pure cotton black kurti with green flower print on upper part of both sides for casual wear.,1800,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,sudhir aggarwal
KRTEY8SANYTPHXGW,"Aarna Creation Casual Solid Women's Kurti(Green, Black)",Pure cotton black kurti with green flower print on upper part of both sides for casual wear.,1800,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,sudhir aggarwal
KRTEY8SANQGGKHTZ,Aarna Creation Casual Geometric Print Women's Kurti(Multicolor),Pure cotton designer kurti with geomatric print with hand embroidery for casual n semi formal wear.,2160,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,sudhir aggarwal
KRTEYN8PYXJRJ5AR,"Fab Gallery Casual Checkered Women's Kurti(Black, White, Yellow)",This printed checkered Kurti gives you a complete chic look. Define your own style statement by teaming it up with yellow leggings and a clutch.,1695,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Sahil Narang
KRTEYN8PTGYNE3RH,"Fab Gallery Casual Checkered Women's Kurti(Black, White, Yellow)",This printed checkered Kurti gives you a complete chic look. Define your own style statement by teaming it up with yellow leggings and a clutch.,1695,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Sahil Narang
KRTEY8SAZZ4JHRXS,Aarna Creation Casual Striped Women's Kurti(Multicolor),Pure cotton stripe print kurti with hand embroidery and n half zip in front for casual n semi formal wear.,2100,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,sudhir aggarwal
KRTEYCFHCVB9TNME,Tissu Casual Printed Women's Kurti(Black),It?s an exclusively designed Kurti for fashionable people who are eager for trendy look with great comfort.,999,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Anmol Singh Kalra
KRTEY8SA5NXQYRCG,Aarna Creation Casual Striped Women's Kurti(Multicolor),Pure cotton stripe print kurti with hand embroidery and n half zip in front for casual n semi formal wear.,2100,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,sudhir aggarwal
KRTEYNYBB9AQFCYV,Pranjal Formal Printed Women's Kurti(Multicolor),Pranjal Creations brings this stylish and exquisite full long yellow colour kurti for you. Now flaunt yourself with this kurti which gives a touch of style and elegance. The Colour combination of the kurti gives more attraction. The design pattern in the neck look very beautiful.,549,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Nipun Ashara
KRTEYN8P9CJJXCF5,"Fab Gallery Casual Solid, Polka Print Women's Kurti(Pink, Black)",Polka dotted casual Pink Georgette Kurti is an Eye catcher . Simple design with printed back makes an edgy style statement any day .,1795,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Sahil Narang
KRTEYTZ2QTMXBWAW,"Pranjal Casual Printed Women's Kurti(Blue, Maroon, Black)",This is a beautiful full long Pakistani style side cut straight kurta. The butti style print with broad daman gives a beautiful look to it. Further the 3/4 sleeves with the border gives it additional beauty. This can be wear on salwar or leggings. This kurti can be a real value addition to your wardrobe.,549,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Nipun Ashara
KRTEYTZ2VE6BTEZ3,"Pranjal Casual Printed Women's Kurti(Blue, Maroon, Black)",This is a beautiful full long Pakistani style side cut straight kurta. The butti style print with broad daman gives a beautiful look to it. Further the 3/4 sleeves with the border gives it additional beauty. This can be wear on salwar or leggings. This kurti can be a real value addition to your wardrobe.,549,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Nipun Ashara
KRTE73SKTAQKMQC3,"Meher Impex Casual Printed Women's Kurti(Beige, Orange, Black)","If you have been looking for prints that reek 'Indian-ess', you have halted at the correct space here. This marvelous tunic is a vivid arrangement of motifs that have been combined to create prints on traditional lines. Shoulders, sleeves and front neck panel to bring out the designer element of the piece. Dawn this day time beauty and reign the town!",1695,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,G.M.Khan
KRTE7RRF8KHY7VPF,Aaditi Fashion Casual Self Design Women's Kurti(Orange),We make phenomenal cotton printed Anarkali and Straight Kurti with the help of excellent quality fabric and decades of experience of our designers. This product will definitely bring smile top your face just give it a try.,888,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Vikas Bihani
KRTEY8SAQWGVPMHH,Aarna Creation Casual Printed Women's Kurti(Pink),Pure cotton pink floral kurti with pintex in front with stylish buttoning for casual wear.,1770,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,sudhir aggarwal
KRTEYHPEAFESMTJA,"Excelwears Casual Solid Women's Kurti(Pink, Blue)","Flaunt sartorial elegance wearing this stunning kurti from the store house collection of Excelwears. This long length kurti features cut sleeves with a contrast blue and pink solid silhouette. Made with high quality rayon, this kurta is extremely soft and light to wear. It will go well with a pair of black leggings or jeans for a trendy and stylish look.",700,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,shaesta
KRTEYTZ2ZFFSWHFT,"Pranjal Casual Printed Women's Kurti(Yellow, Green, Black)",This is a beautiful full long Pakistani style side cut straight kurta. The butti style print with broad daman gives a beautiful look to it. Further the 3/4 sleeves with the border gives it additional beauty. This can be wear on salwar or leggings. This kurti can be a real value addition to your wardrobe.,549,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Nipun Ashara
KRTEYNYB3WKSEEHW,Pranjal Formal Printed Women's Kurti(Multicolor),Pranjal Creations brings this stylish and exquisite full long Pink colour kurti for you. Now flaunt yourself with this kurti which gives a touch of style and elegance. The Colour combination of the kurti gives more attraction. The design pattern in the neck look very beautiful.,549,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Nipun Ashara
KRTEYNYBKXAHJAZ5,Pranjal Formal Printed Women's Kurti(Multicolor),Pranjal Creations brings this stylish and exquisite full long Pink colour kurti for you. Now flaunt yourself with this kurti which gives a touch of style and elegance. The Colour combination of the kurti gives more attraction. The design pattern in the neck look very beautiful.,549,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Nipun Ashara
KRTE45SHFWH7VACH,"Souchii Casual Printed Women's Kurti(Blue, Yellow)","This kurta from Pamela is a great pick for your wardrobe. It is a blue printed kurta with yellow floral prints, has a mandarin collar with a V neck. It sports short sleeves and a delicate lace trim detail on the chest. We suggest you team it with a pair of contrast leggings and embellished flats to complete the attire.",900,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Vivash Anand
KRTE5HJTJV3NX5Y3,BUTTERFLIES Casual Embroidered Women's Kurti(Black),"If you are looking to be a trend setter when you go out to the fanciest of parties on a weekend, Butterflies has just the range of apparel that ensures you'd never miss that admirable glance or compliment. And if dressing up on Saturday nights are simply not your thing, be sure to check out our entire range of casuals clothing; to help you dress or suit up just the way you like.",2599,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Butterflies
KRTE4Q5M5UXGYYBC,Aavarnam By Renu Casual Printed Women's Kurti(Multicolor),Aavarnam By Renu'S Designer Long A-Line Satin Kurti,3700,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Siddharth Thakur
KRTE7RRFVHUY8MZF,Aaditi Fashion Casual Self Design Women's Kurti(Multicolor),We make phenomenal cotton printed Anarkali and Straight Kurti with the help of excellent quality fabric and decades of experience of our designers. This product will definitely bring smile top your face just give it a try.,888,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Vikas Bihani
KRTE6HHCZPK3UYSP,"Sellsy Formal Embroidered Women's Kurti(Orange, Beige)",Sellsy Formal Coral Beige Designer Ladies Kurti,6100,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Mohinder Singh Lall
KRTE7RRFTURCNADP,Aaditi Fashion Casual Self Design Women's Kurti(Multicolor),We make phenomenal cotton printed Anarkali and Straight Kurti with the help of excellent quality fabric and decades of experience of our designers. This product will definitely bring smile top your face just give it a try.,888,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Vikas Bihani
KRTE3HGSZR3XTXAN,Pavani Casual Graphic Print Women's Kurti(Yellow),Cotton Printed Kurti from Pavani,699,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,ankit vaish
KRTE4Q5NEGQQRVGA,Aavarnam By Renu Casual Graphic Print Women's Kurti(Black),Aavarnam By Renu'S Designer Straight Long Georgette Kurti,3900,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Siddharth Thakur
KRTE4Q5MS9B4KXV4,Aavarnam By Renu Casual Graphic Print Women's Kurti(Multicolor),Aavarnam By Renu'S Designer Straight Long Kurti,4000,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Siddharth Thakur
KRTE4Q5NRZZXUTCN,Aavarnam By Renu Casual Graphic Print Women's Kurti(Multicolor),Aavarnam By Renu'S Designer Straight Long Georgette Kurti,5100,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Siddharth Thakur
KRTE4Q5NQUPAG7YQ,Aavarnam By Renu Casual Printed Women's Kurti(Multicolor),Aavarnam By Renu'S Designer Long Straight Kurti,5000,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Siddharth Thakur
KRTE4Q5MT6CMHTM7,Aavarnam By Renu Casual Graphic Print Women's Kurti(Multicolor),Aavarnam By Renu'S Designer Long Straight Kurti,5000,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Siddharth Thakur
KRTE4Q5NQDJXRRSP,Aavarnam By Renu Casual Graphic Print Women's Kurti(Multicolor),Aavarnam By Renu'S Designer Straight Long Kurti,4700,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Siddharth Thakur
KRTE4Q5N3BCNWRQQ,Aavarnam By Renu Casual Printed Women's Kurti(Multicolor),Aavarnam By Renu'S Designer Straight Long Cotton Kurti,3600,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Siddharth Thakur
KRTE4Q5NJ4GJT7FZ,Aavarnam By Renu Casual Graphic Print Women's Kurti(Brown),Aavarnam By Renu'S Designer Straight Long Georgette Kurti,4300,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Siddharth Thakur
KRTE4Q5NU5HBN2RD,Aavarnam By Renu Casual Graphic Print Women's Kurti(Brown),Aavarnam By Renu'S Designer Straight Long Georgette Kurti,4300,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Siddharth Thakur
KRTE4Q5MVYGSGPQD,Aavarnam By Renu Casual Graphic Print Women's Kurti(Multicolor),Aavarnam By Renu'S Designer Long Straight Kurti,5000,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Siddharth Thakur
KRTE4Q5NZHX7NUUG,Aavarnam By Renu Casual Graphic Print Women's Kurti(Multicolor),Aavarnam By Renu'S Designer Straight Long Kurti,4700,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Siddharth Thakur
KRTE4Q5MHYRUBBXV,Aavarnam By Renu Casual Graphic Print Women's Kurti(Multicolor),Aavarnam By Renu'S Designer Straight Long Kurti,4000,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Siddharth Thakur
KRTE4Q5NYZA34XM6,Aavarnam By Renu Casual Graphic Print Women's Kurti(Multicolor),Aavarnam By Renu'S Designer Straight Long Wollen Kurti,3700,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Siddharth Thakur
KRTE6HH7F8ZGZQZH,Sellsy Formal Embroidered Women's Kurti(Red),Sellsy Formal Red color Embroidered Ladies Designer Kurti,6795,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Mohinder Singh Lall
KRTE6HH7ZTADMY3E,"Sellsy Formal Embroidered Women's Kurti(White, Red)",Sellsy Formal White Red Color Band Collar Ladies Embroidered Kurti,8595,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Mohinder Singh Lall
KRTE58P8RH4TWYRD,Ethnic Bazaar Casual Solid Women's Kurti(Green),"Channel a chic and ethnic vibe with this fashionable kurti from Mittal Clothing. This classy piece features a contrast detail on the chest, short sleeves and round neck for enhanced appeal. Match it with a pair of skinny trousers and stilettos for a stylish urban look.",899,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Mukesh Halari
KRTE58P82YHZJG32,Ethnic Bazaar Casual Solid Women's Kurti(Green),"Channel a chic and ethnic vibe with this fashionable kurti from Mittal Clothing. This classy piece features a contrast detail on the chest, short sleeves and round neck for enhanced appeal. Match it with a pair of skinny trousers and stilettos for a stylish urban look.",899,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Mukesh Halari
KRTE7RRFWQZNGRH2,Aaditi Fashion Casual Self Design Women's Kurti(Blue),We make phenomenal cotton printed Anarkali and Straight Kurti with the help of excellent quality fabric and decades of experience of our designers. This product will definitely bring smile top your face just give it a try.,1110,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Vikas Bihani
KRTE7RRFYRCBHJM7,Aaditi Fashion Casual Self Design Women's Kurti(Blue),We make phenomenal cotton printed Anarkali and Straight Kurti with the help of excellent quality fabric and decades of experience of our designers. This product will definitely bring smile top your face just give it a try.,1110,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Vikas Bihani
KRTEYCFHTSHGKWKG,Tissu Casual Striped Women's Kurti(Multicolor),It?s an exclusively designed Kurti for fashionable people who are eager for trendy look with great comfort.,1399,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Anmol Singh Kalra
KRTEYCFHRHYXW6SH,Tissu Casual Floral Print Women's Kurti(Pink),It?s an exclusively designed Kurti for fashionable people who are eager for trendy look with great comfort.,1199,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Anmol Singh Kalra
KRTEYCFHHPUCHP26,Tissu Casual Floral Print Women's Kurti(Pink),It?s an exclusively designed Kurti for fashionable people who are eager for trendy look with great comfort.,1099,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Anmol Singh Kalra
KRTDTGPYRZ5RPFW2,"Cottinfab Casual Printed Women's Kurti(White, Green)","V neck with black piping, fabric band on neck & front, sleeveless with fabric band, boder on bottom, knee length kurti",699,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,TRIYANSHI TATWARIA
KRTDTGPYMEZJK7YG,Cottinfab Casual Solid Women's Kurti(Red),"Ban neck with v cut, 3 buttons on front, 3/4 sleeves, center cut on front bottom, knee length kurti",1199,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,TRIYANSHI TATWARIA
KRTDTGPYYQZTQ2RC,Cottinfab Casual Solid Women's Kurti(Red),"Ban neck with v cut, 3 buttons on front, 3/4 sleeves, center cut on front bottom, knee length kurti",1199,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,TRIYANSHI TATWARIA
KRTE5FZHMHXFFYRM,Rumara Casual Printed Women's Kurti(Pink),"Look stunning and feel amazing in Rumara Women's Wear Cotton Kurti. Nice shade of Pink,Printed,Collar Neck.Available in S,M,L,XL,XXL.",699,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Divya Bhalla
KRTE4CAYGM6JFBQP,Rumara Casual Floral Print Women's Kurti(Orange),Look stunning and feel amazing in Rumara Cotton Orange Colored Printed 3/4th sleeves Casual Kurta with a Fashion Neck,1579,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Divya Bhalla
KRTE5FZHGZWEC4ZB,Rumara Casual Printed Women's Kurti(Pink),"Look stunning and feel amazing in Rumara Women's Wear Cotton Kurti. Nice shade of Pink,Printed,Collar Neck.Available in S,M,L,XL,XXL.",699,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Divya Bhalla
KRTE4CAYMUCYKSUD,Rumara Casual Floral Print Women's Kurti(Orange),Look stunning and feel amazing in Rumara Cotton Orange Colored Printed 3/4th sleeves Casual Kurta with a Fashion Neck,1579,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Divya Bhalla
KRTE5FZHDKSGYUK4,Rumara Casual Self Design Women's Kurti(Multicolor),Look stunning and amazing in Rumara Women's Wear Cotton Printed Kurti. Nice multicolor shades with Round Neckline.,599,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Divya Bhalla
KRTE5FZHDHEYVJV6,Rumara Casual Printed Women's Kurti(Multicolor),Look stunning and amazing in Rumara Women's Wear Cotton Printed Kurti. Nice multicolor shades with Round Neckline.,599,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Divya Bhalla
KRTE4CAY6BRMHAMK,Rumara Casual Self Design Women's Kurti(Blue),Look stunning and feel amazing in Rumara Cotton Blue Colored Printed 3/4th sleeves Casual Kurta with a Round Neck,2443,Apparels>Women>Ethnic Wear>Kurtas & Kurtis>Kurtis,Divya Bhalla
